Feature	CPF	Disting	Distinct	Feat_Length_Including_Spaces	Number_Of_Words	BR_Label	Display
requires_a_crew	2	D	0.500	15	3	encyclopaedic	requires a crew
requires_a_fare	1	D	1.000	15	3	encyclopaedic	requires a fare
requires_a_frame	1	D	1.000	16	3	encyclopaedic	requires a frame
requires_a_hammer	1	D	1.000	17	3	encyclopaedic	requires a hammer
requires_a_landlord	1	D	1.000	19	3	encyclopaedic	requires a landlord
requires_a_license	1	D	1.000	18	3	encyclopaedic	requires a license
requires_a_lighter	1	D	1.000	18	3	encyclopaedic	requires a lighter
requires_a_lighting_source	1	D	1.000	26	4	encyclopaedic	requires a lighting source
requires_a_mouse_pad	1	D	1.000	20	4	encyclopaedic	requires a mouse pad
requires_a_pick	1	D	1.000	15	3	encyclopaedic	requires a pick
requires_a_screen	1	D	1.000	17	3	encyclopaedic	requires a screen
requires_a_socket	1	D	1.000	17	3	encyclopaedic	requires a socket
requires_a_spoon	1	D	1.000	16	3	encyclopaedic	requires a spoon
requires_a_stamp	1	D	1.000	16	3	encyclopaedic	requires a stamp
requires_air	4	ND	0.250	12	2	encyclopaedic	requires air
requires_an_address	1	D	1.000	19	3	encyclopaedic	requires an address
requires_arrows	2	D	0.500	15	2	encyclopaedic	requires arrows
requires_baking	1	D	1.000	15	2	function	requires baking
requires_balance	1	D	1.000	16	2	encyclopaedic	requires balance
requires_boots	1	D	1.000	14	2	encyclopaedic	requires boots
requires_bullets	2	D	0.500	16	2	encyclopaedic	requires bullets
requires_candles	1	D	1.000	16	2	encyclopaedic	requires candles
requires_captains	1	D	1.000	17	2	encyclopaedic	requires captains
requires_caregivers	1	D	1.000	19	2	encyclopaedic	requires caregivers
requires_cleaning	1	D	1.000	17	2	function	requires cleaning
requires_coal	1	D	1.000	13	2	encyclopaedic	requires coal
requires_crews	2	D	0.500	14	2	encyclopaedic	requires crews
requires_detergent	1	D	1.000	18	2	encyclopaedic	requires detergent
requires_drivers	5	ND	0.200	16	2	encyclopaedic	requires drivers
requires_electricity	1	D	1.000	20	2	encyclopaedic	requires electricity
requires_engineers	1	D	1.000	18	2	encyclopaedic	requires engineers
requires_extermination	1	D	1.000	22	2	encyclopaedic	requires extermination
requires_fuel	2	D	0.500	13	2	encyclopaedic	requires fuel
requires_gas	3	ND	0.333	12	2	encyclopaedic	requires gas
requires_gasoline	6	ND	0.167	17	2	encyclopaedic	requires gasoline
requires_gunpowder	2	D	0.500	18	2	encyclopaedic	requires gunpowder
requires_helium	1	D	1.000	15	2	encyclopaedic	requires helium
requires_hot_air	1	D	1.000	16	3	encyclopaedic	requires hot air
requires_icing	1	D	1.000	14	2	function	requires icing
requires_ink	1	D	1.000	12	2	encyclopaedic	requires ink
requires_ironing	1	D	1.000	16	2	function	requires ironing
requires_licking	1	D	1.000	16	2	function	requires licking
requires_money	2	D	0.500	14	2	encyclopaedic	requires money
requires_nuclear_power	1	D	1.000	22	3	encyclopaedic	requires nuclear power
requires_oil	2	D	0.500	12	2	encyclopaedic	requires oil
requires_operators	1	D	1.000	18	2	encyclopaedic	requires operators
requires_painting	1	D	1.000	17	2	function	requires painting
requires_paper	1	D	1.000	14	2	encyclopaedic	requires paper
requires_pilots	3	ND	0.333	15	2	encyclopaedic	requires pilots
requires_poles	1	D	1.000	14	2	encyclopaedic	requires poles
requires_rent	1	D	1.000	13	2	encyclopaedic	requires rent
requires_setting_up	1	D	1.000	19	3	function	requires setting up
requires_shepherds	1	D	1.000	18	2	encyclopaedic	requires shepherds
requires_skill	1	D	1.000	14	2	encyclopaedic	requires skill
requires_slicing	1	D	1.000	16	2	function	requires slicing
requires_soap	1	D	1.000	13	2	encyclopaedic	requires soap
requires_sticks	1	D	1.000	15	2	encyclopaedic	requires sticks
requires_vacuuming	1	D	1.000	18	2	function	requires vacuuming
requires_washing	2	D	0.500	16	2	function	requires washing
requires_water	2	D	0.500	14	2	encyclopaedic	requires water
requires_waxing	1	D	1.000	15	2	function	requires waxing
requires_wind	2	D	0.500	13	2	encyclopaedic	requires wind
requires_winding	1	D	1.000	16	2	function	requires winding
requires_wood	1	D	1.000	13	2	encyclopaedic	requires wood
smells_bad	1	D	1.000	10	2	smell	smells bad
smells_distinct	1	D	1.000	15	2	smell	smells distinct
smells_nice	2	D	0.500	11	2	smell	smells nice
sounds_great	1	D	1.000	12	2	sound	sounds great
symbol	2	D	0.500	6	1	encyclopaedic	symbol
symbol_of_Canada	1	D	1.000	16	3	encyclopaedic	symbol of Canada
symbol_of_death	2	D	0.500	15	3	encyclopaedic	symbol of death
symbol_of_freedom	1	D	1.000	17	3	encyclopaedic	symbol of freedom
symbol_of_marriages	1	D	1.000	19	3	encyclopaedic	symbol of marriages
symbol_of_peace	1	D	1.000	15	3	encyclopaedic	symbol of peace
symbol_of_power	1	D	1.000	15	3	encyclopaedic	symbol of power
symbol_of_royalty	1	D	1.000	17	3	encyclopaedic	symbol of royalty
symbol_of_spring	2	D	0.500	16	3	encyclopaedic	symbol of spring
symbol_of_status	1	D	1.000	16	3	encyclopaedic	symbol of status
symbol_of_U.S.	1	D	1.000	14	3	encyclopaedic	symbol of U.S.
tastes_bad	3	ND	0.333	10	2	taste	tastes bad
tastes_bland	1	D	1.000	12	2	taste	tastes bland
tastes_different_flavours	3	ND	0.333	25	3	taste	tastes different flavours
tastes_dill	1	D	1.000	11	2	taste	tastes dill
tastes_good	33	ND	0.030	11	2	taste	tastes good
tastes_hot/spicy	2	D	0.500	16	2	taste	tastes hot/spicy
tastes_salty	2	D	0.500	12	2	taste	tastes salty
tastes_sour	8	ND	0.125	11	2	taste	tastes sour
tastes_strong	2	D	0.500	13	2	taste	tastes strong
tastes_sweet	24	ND	0.042	12	2	taste	tastes sweet
tastes_tart	3	ND	0.333	11	2	taste	tastes tart
used_a_while_ago	1	D	1.000	16	4	encyclopaedic	used a while ago
used_as_a_gift	1	D	1.000	14	4	function	used as a gift
used_as_a_hand	1	D	1.000	14	4	function	used as a hand
used_as_a_home_by_bees	1	D	1.000	22	6	function	used as a home by bees
used_as_a_home_by_queen_bees	1	D	1.000	28	7	function	used as a home by queen bees
used_as_a_house	3	ND	0.333	15	4	function	used as a house
used_as_a_place_to_stay	1	D	1.000	23	6	function	used as a place to stay
used_as_a_projectile	1	D	1.000	20	4	function	used as a projectile
used_as_a_room	1	D	1.000	14	4	function	used as a room
used_as_Christmas_trees	1	D	1.000	23	4	function	used as Christmas trees
used_as_drug	1	D	1.000	12	3	function	used as drug
used_as_home_by_animals	1	D	1.000	23	5	function	used as home by animals
used_as_money	1	D	1.000	13	3	function	used as money
used_as_presents	1	D	1.000	16	3	function	used as presents
used_at_dinners	1	D	1.000	15	3	encyclopaedic	used at dinners
used_at_Easter	1	D	1.000	14	3	encyclopaedic	used at Easter
used_at_Hallowe'en	1	D	1.000	18	3	encyclopaedic	used at Hallowe'en
used_at_Hiroshima	1	D	1.000	17	3	encyclopaedic	used at Hiroshima
used_at_night	2	D	0.500	13	3	encyclopaedic	used at night
used_at_parties	1	D	1.000	15	3	encyclopaedic	used at parties
used_at_restaurants	1	D	1.000	19	3	encyclopaedic	used at restaurants
used_at_school	1	D	1.000	14	3	encyclopaedic	used at school
used_at_special_occasions	1	D	1.000	25	4	encyclopaedic	used at special occasions
used_at_weddings	1	D	1.000	16	3	encyclopaedic	used at weddings
used_by_1_2_or_3_people	1	D	1.000	23	7	function	used by 1 2 or 3 people
used_by_1_or_2_people	1	D	1.000	21	6	function	used by 1 or 2 people
used_by_2_people	2	D	0.500	16	4	function	used by 2 people
used_by_armies	1	D	1.000	14	3	function	used by armies
used_by_astronauts	1	D	1.000	18	3	function	used by astronauts
used_by_babies	2	D	0.500	14	3	function	used by babies
used_by_blowing_air_through	7	ND	0.143	27	5	function	used by blowing air through
used_by_bouncing	1	D	1.000	16	3	function	used by bouncing
used_by_boys	1	D	1.000	12	3	function	used by boys
used_by_butchers	1	D	1.000	16	3	function	used by butchers
used_by_carrying	1	D	1.000	16	3	function	used by carrying
used_by_cars	1	D	1.000	12	3	function	used by cars
used_by_carving	1	D	1.000	15	3	function	used by carving
used_by_Catholics	1	D	1.000	17	3	function	used by Catholics
used_by_cheerleaders	1	D	1.000	20	3	function	used by cheerleaders
used_by_children	13	ND	0.077	16	3	function	used by children
used_by_clipping/shearing	2	D	0.500	25	3	function	used by clipping/shearing
used_by_closing	4	ND	0.250	15	3	function	used by closing
used_by_closing_at_night	1	D	1.000	24	5	encyclopaedic	used by closing at night
used_by_clowns	2	D	0.500	14	3	function	used by clowns
used_by_connecting_to_computers	1	D	1.000	31	5	function	used by connecting to computers
used_by_connecting_to_pipes	1	D	1.000	27	5	function	used by connecting to pipes
used_by_criminals	1	D	1.000	17	3	function	used by criminals
used_by_cutting	1	D	1.000	15	3	function	used by cutting
used_by_David_on_Goliath	1	D	1.000	24	5	function	used by David on Goliath
used_by_dropping	1	D	1.000	16	3	function	used by dropping
used_by_fairies	1	D	1.000	15	3	function	used by fairies
used_by_filling	1	D	1.000	15	3	function	used by filling
used_by_firemen	1	D	1.000	15	3	function	used by firemen
used_by_firing_arrows	1	D	1.000	21	4	function	used by firing arrows
used_by_firing_from_gun	1	D	1.000	23	5	function	used by firing from gun
used_by_flushing	1	D	1.000	16	3	function	used by flushing
used_by_flying	1	D	1.000	14	3	function	used by flying
used_by_folding/unfolding	1	D	1.000	25	3	function	used by folding/unfolding
used_by_gardeners	1	D	1.000	17	3	function	used by gardeners
used_by_girls	1	D	1.000	13	3	function	used by girls
used_by_hanging	4	ND	0.250	15	3	function	used by hanging
used_by_hanging_from_ceilings	2	D	0.500	29	5	function	used by hanging from ceilings
used_by_hanging_in_windows	1	D	1.000	26	5	function	used by hanging in windows
used_by_hanging_things_on	3	ND	0.333	25	5	function	used by hanging things on
used_by_Hell's_Angels	1	D	1.000	21	4	function	used by Hell's Angels
used_by_hitting	1	D	1.000	15	3	function	used by hitting
used_by_hitting_balls	1	D	1.000	21	4	function	used by hitting balls
used_by_hospitals	1	D	1.000	17	3	function	used by hospitals
used_by_humans	2	D	0.500	14	3	function	used by humans
used_by_hunters	1	D	1.000	15	3	function	used by hunters
used_by_Indians	2	D	0.500	15	3	function	used by Indians
used_by_inhaling	1	D	1.000	16	3	function	used by inhaling
used_by_kicking	1	D	1.000	15	3	function	used by kicking
used_by_knights	1	D	1.000	15	3	function	used by knights
used_by_lifeguards	1	D	1.000	18	3	function	used by lifeguards
used_by_lumberjacks	1	D	1.000	19	3	function	used by lumberjacks
used_by_magicians	1	D	1.000	17	3	function	used by magicians
used_by_mailing	1	D	1.000	15	3	function	used by mailing
used_by_many_passengers	1	D	1.000	23	4	function	used by many passengers
used_by_men	1	D	1.000	11	3	function	used by men
used_by_moving_bellows	1	D	1.000	22	4	function	used by moving bellows
used_by_musicians	1	D	1.000	17	3	function	used by musicians
used_by_old_men	1	D	1.000	15	4	function	used by old men
used_by_opening	4	ND	0.250	15	3	function	used by opening
used_by_opening_into_a_bed	1	D	1.000	26	6	function	used by opening into a bed
used_by_paramedics	1	D	1.000	18	3	function	used by paramedics
used_by_people	10	ND	0.100	14	3	function	used by people
used_by_photographers	1	D	1.000	21	3	function	used by photographers
used_by_pirates	1	D	1.000	15	3	function	used by pirates
used_by_playing	1	D	1.000	15	3	function	used by playing
used_by_plucking	1	D	1.000	16	3	function	used by plucking
used_by_portaging	1	D	1.000	17	3	function	used by portaging
used_by_pulling	3	ND	0.333	15	3	function	used by pulling
used_by_pulling_behind_cars	1	D	1.000	27	5	function	used by pulling behind cars
used_by_pulling_by_dogs	1	D	1.000	23	5	function	used by pulling by dogs
used_by_pulling_by_horses	3	ND	0.333	25	5	function	used by pulling by horses
used_by_pushing	3	ND	0.333	15	3	function	used by pushing
used_by_reading	1	D	1.000	15	3	function	used by reading
used_by_rich_people	2	D	0.500	19	4	function	used by rich people
used_by_riding	7	ND	0.143	14	3	function	used by riding
used_by_riding_by_children	1	D	1.000	26	5	function	used by riding by children
used_by_rocking	1	D	1.000	15	3	function	used by rocking
used_by_sailors	1	D	1.000	15	3	function	used by sailors
used_by_Santa	1	D	1.000	13	3	function	used by Santa
used_by_schools	1	D	1.000	15	3	function	used by schools
used_by_sealing	1	D	1.000	15	3	function	used by sealing
used_by_shooting	1	D	1.000	16	3	function	used by shooting
used_by_sick_people	1	D	1.000	19	4	function	used by sick people
used_by_sitting_on	8	ND	0.125	18	4	function	used by sitting on
used_by_smokers	1	D	1.000	15	3	function	used by smokers
used_by_smoking	2	D	0.500	15	3	function	used by smoking
used_by_soldiers	1	D	1.000	16	3	function	used by soldiers
used_by_sprinkling	1	D	1.000	18	3	function	used by sprinkling
used_by_standing_on	1	D	1.000	19	4	function	used by standing on
used_by_students	1	D	1.000	16	3	function	used by students
used_by_swinging	1	D	1.000	16	3	function	used by swinging
used_by_teachers	1	D	1.000	16	3	function	used by teachers
used_by_the_army	3	ND	0.333	16	4	function	used by the army
used_by_the_military	1	D	1.000	20	4	function	used by the military
used_by_the_navy	1	D	1.000	16	4	function	used by the navy
used_by_the_police	7	ND	0.143	18	4	function	used by the police
used_by_thieves	1	D	1.000	15	3	function	used by thieves
used_by_thoughtful_people	1	D	1.000	25	4	function	used by thoughtful people
used_by_throwing	7	ND	0.143	16	3	function	used by throwing
used_by_throwing_in_air	1	D	1.000	23	5	function	used by throwing in air
used_by_tightening	1	D	1.000	18	3	function	used by tightening
used_by_Tom_Sawyer	1	D	1.000	18	4	function	used by Tom Sawyer
used_by_trains	1	D	1.000	14	3	function	used by trains
used_by_turning	3	ND	0.333	15	3	function	used by turning
used_by_twirling	1	D	1.000	16	3	function	used by twirling
used_by_twisting	1	D	1.000	16	3	function	used by twisting
used_by_tying	1	D	1.000	13	3	function	used by tying
used_by_waitresses	1	D	1.000	18	3	function	used by waitresses
used_by_waving	1	D	1.000	14	3	function	used by waving
used_by_witches	1	D	1.000	15	3	function	used by witches
used_by_women	1	D	1.000	13	3	function	used by women
used_by_zoos	1	D	1.000	12	3	function	used by zoos
used_for_accomplishments	1	D	1.000	24	3	function	used for accomplishments
used_for_achievements	1	D	1.000	21	3	function	used for achievements
used_for_acquiring/storing_knowledge	1	D	1.000	36	4	function	used for acquiring/storing knowledge
used_for_advertising	1	D	1.000	20	3	function	used for advertising
used_for_aerating_soil	1	D	1.000	22	4	function	used for aerating soil
used_for_alerting	1	D	1.000	17	3	function	used for alerting
used_for_amusement	1	D	1.000	18	3	function	used for amusement
used_for_animals	1	D	1.000	16	3	function	used for animals
used_for_appliances	1	D	1.000	19	3	function	used for appliances
used_for_archery	1	D	1.000	16	3	function	used for archery
used_for_art	1	D	1.000	12	3	function	used for art
used_for_ashes	2	D	0.500	14	3	function	used for ashes
used_for_attaching_things	1	D	1.000	25	4	function	used for attaching things
used_for_avoiding_stairs	1	D	1.000	24	4	function	used for avoiding stairs
used_for_babies	2	D	0.500	15	3	function	used for babies
used_for_badminton	1	D	1.000	18	3	function	used for badminton
used_for_bait	1	D	1.000	13	3	function	used for bait
used_for_baking	4	ND	0.250	15	3	function	used for baking
used_for_bathing	1	D	1.000	16	3	function	used for bathing
used_for_battle	1	D	1.000	15	3	function	used for battle
used_for_birds	1	D	1.000	14	3	function	used for birds
used_for_birthdays	1	D	1.000	18	3	encyclopaedic	used for birthdays
used_for_blowing_air	1	D	1.000	20	4	function	used for blowing air
used_for_boats	1	D	1.000	14	3	function	used for boats
used_for_bodily_functions	1	D	1.000	25	4	function	used for bodily functions
used_for_boiling_water	1	D	1.000	22	4	function	used for boiling water
used_for_breakfast	1	D	1.000	18	3	encyclopaedic	used for breakfast
used_for_breaking_things	2	D	0.500	24	4	function	used for breaking things
used_for_broiling	1	D	1.000	17	3	function	used for broiling
used_for_browning_bread	1	D	1.000	23	4	function	used for browning bread
used_for_bubble_baths	1	D	1.000	21	4	function	used for bubble baths
used_for_building	1	D	1.000	17	3	function	used for building
used_for_building_buildings	1	D	1.000	27	4	function	used for building buildings
used_for_building_houses	2	D	0.500	24	4	function	used for building houses
used_for_building_things	2	D	0.500	24	4	function	used for building things
used_for_bullfighting	1	D	1.000	21	3	function	used for bullfighting
used_for_burning_bread	1	D	1.000	22	4	function	used for burning bread
used_for_business	1	D	1.000	17	3	function	used for business
used_for_butts	1	D	1.000	14	3	function	used for butts
used_for_buying_items	1	D	1.000	21	4	function	used for buying items
used_for_calling_people	1	D	1.000	23	4	function	used for calling people
used_for_camping	4	ND	0.250	16	3	function	used for camping
used_for_cargo	5	ND	0.200	14	3	function	used for cargo
used_for_carpentry	8	ND	0.125	18	3	function	used for carpentry
used_for_carrying_drinks	1	D	1.000	24	4	function	used for carrying drinks
used_for_carrying_groceries	1	D	1.000	27	4	function	used for carrying groceries
used_for_carrying_people	1	D	1.000	24	4	function	used for carrying people
used_for_carrying_things	8	ND	0.125	24	4	function	used for carrying things
used_for_carrying_water	1	D	1.000	23	4	function	used for carrying water
used_for_carving	1	D	1.000	16	3	function	used for carving
used_for_catching	2	D	0.500	17	3	function	used for catching
used_for_catching_drips	1	D	1.000	23	4	function	used for catching drips
used_for_celebrating	1	D	1.000	20	3	function	used for celebrating
used_for_certifying	1	D	1.000	19	3	function	used for certifying
used_for_chewing_by_dogs	1	D	1.000	24	5	function	used for chewing by dogs
used_for_chopping	2	D	0.500	17	3	function	used for chopping
used_for_chopping_food	1	D	1.000	22	4	function	used for chopping food
used_for_chopping_wood	1	D	1.000	22	4	function	used for chopping wood
used_for_cider	1	D	1.000	14	3	function	used for cider
used_for_cigarettes	1	D	1.000	19	3	function	used for cigarettes
used_for_classical_music	3	ND	0.333	24	4	function	used for classical music
used_for_cleaning	5	ND	0.200	17	3	function	used for cleaning
used_for_cleaning_dishes	1	D	1.000	24	4	function	used for cleaning dishes
used_for_climbing	1	D	1.000	17	3	function	used for climbing
used_for_closing_doors	1	D	1.000	22	4	function	used for closing doors
used_for_coats	1	D	1.000	14	3	function	used for coats
used_for_coffee	2	D	0.500	15	3	function	used for coffee
used_for_collecting	3	ND	0.333	19	3	function	used for collecting
used_for_colouring	1	D	1.000	18	3	function	used for colouring
used_for_colouring_books	1	D	1.000	24	4	function	used for colouring books
used_for_combing	1	D	1.000	16	3	function	used for combing
used_for_communication	2	D	0.500	22	3	function	used for communication
used_for_connecting_land	1	D	1.000	24	4	function	used for connecting land
used_for_construction	10	ND	0.100	21	3	function	used for construction
used_for_controlling_the_cursor	1	D	1.000	31	5	function	used for controlling the cursor
used_for_cooking	13	ND	0.077	16	3	function	used for cooking
used_for_cooking_bread	1	D	1.000	22	4	function	used for cooking bread
used_for_cooking_fast	1	D	1.000	21	4	function	used for cooking fast
used_for_cooling	1	D	1.000	16	3	function	used for cooling
used_for_cooling_food	1	D	1.000	21	4	function	used for cooling food
used_for_covering	2	D	0.500	17	3	function	used for covering
used_for_covering_body	1	D	1.000	22	4	function	used for covering body
used_for_covering_floors	2	D	0.500	24	4	function	used for covering floors
used_for_covering_windows	2	D	0.500	25	4	function	used for covering windows
used_for_cows	1	D	1.000	13	3	function	used for cows
used_for_crimes	2	D	0.500	15	3	function	used for crimes
used_for_criminals	1	D	1.000	18	3	function	used for criminals
used_for_crossing	1	D	1.000	17	3	function	used for crossing
used_for_cruising	2	D	0.500	17	3	function	used for cruising
used_for_currency	1	D	1.000	17	3	function	used for currency
used_for_cutting	9	ND	0.111	16	3	function	used for cutting
used_for_cutting_paper	1	D	1.000	22	4	function	used for cutting paper
used_for_decoration	2	D	0.500	19	3	function	used for decoration
used_for_delivering_babies	1	D	1.000	26	4	function	used for delivering babies
used_for_delivering_power	1	D	1.000	25	4	function	used for delivering power
used_for_dentistry	1	D	1.000	18	3	function	used for dentistry
used_for_destruction	1	D	1.000	20	3	function	used for destruction
used_for_digging	3	ND	0.333	16	3	function	used for digging
used_for_digging_holes	1	D	1.000	22	4	function	used for digging holes
used_for_dispensing_water	1	D	1.000	25	4	function	used for dispensing water
used_for_dividing_rooms	1	D	1.000	23	4	function	used for dividing rooms
used_for_diving_boards	1	D	1.000	22	4	function	used for diving boards
used_for_docking_boats	1	D	1.000	22	4	function	used for docking boats
used_for_draining	1	D	1.000	17	3	function	used for draining
used_for_draining_liquids	1	D	1.000	25	4	function	used for draining liquids
used_for_drawing	3	ND	0.333	16	3	function	used for drawing
used_for_drawing_blood	1	D	1.000	22	4	function	used for drawing blood
used_for_drawing_pictures	1	D	1.000	25	4	function	used for drawing pictures
used_for_drawing_straight_lines	1	D	1.000	31	5	function	used for drawing straight lines
used_for_drinking	3	ND	0.333	17	3	function	used for drinking
used_for_drinks	2	D	0.500	15	3	function	used for drinks
used_for_eating	5	ND	0.200	15	3	function	used for eating
used_for_eating_cereal	1	D	1.000	22	4	function	used for eating cereal
used_for_eating_dessert	1	D	1.000	23	4	encyclopaedic	used for eating dessert
used_for_eating_on	1	D	1.000	18	4	function	used for eating on
used_for_eating_soup	2	D	0.500	20	4	function	used for eating soup
used_for_electricity	1	D	1.000	20	3	function	used for electricity
used_for_emergencies	1	D	1.000	20	3	function	used for emergencies
used_for_enclosing	1	D	1.000	18	3	function	used for enclosing
used_for_enlarging_pictures	1	D	1.000	27	4	function	used for enlarging pictures
used_for_ensuring_freshness	1	D	1.000	27	4	function	used for ensuring freshness
used_for_entering	2	D	0.500	17	3	function	used for entering
used_for_events	1	D	1.000	15	3	encyclopaedic	used for events
used_for_exercising	1	D	1.000	19	3	function	used for exercising
used_for_exiting	1	D	1.000	16	3	function	used for exiting
used_for_expelling_water	1	D	1.000	24	4	function	used for expelling water
used_for_farming	1	D	1.000	16	3	function	used for farming
used_for_fastening	2	D	0.500	18	3	function	used for fastening
used_for_feeding_cats	1	D	1.000	21	4	function	used for feeding cats
used_for_fevers	1	D	1.000	15	3	function	used for fevers
used_for_finding_gold	1	D	1.000	21	4	function	used for finding gold
used_for_fishing	5	ND	0.200	16	3	function	used for fishing
used_for_flavouring	1	D	1.000	19	3	function	used for flavouring
used_for_flipping	1	D	1.000	17	3	function	used for flipping
used_for_food	7	ND	0.143	13	3	function	used for food
used_for_freezing	1	D	1.000	17	3	function	used for freezing
used_for_freezing_food	1	D	1.000	22	4	function	used for freezing food
used_for_freight	1	D	1.000	16	3	function	used for freight
used_for_fruit	1	D	1.000	14	3	function	used for fruit
used_for_frying	2	D	0.500	15	3	function	used for frying
used_for_fur	1	D	1.000	12	3	function	used for fur
used_for_games	3	ND	0.333	14	3	function	used for games
used_for_gardening	3	ND	0.333	18	3	function	used for gardening
used_for_garnish	1	D	1.000	16	3	function	used for garnish
used_for_getting_cold_water	1	D	1.000	27	5	function	used for getting cold water
used_for_getting_hot_water	1	D	1.000	26	5	function	used for getting hot water
used_for_gifts	2	D	0.500	14	3	function	used for gifts
used_for_good_eyesight	1	D	1.000	22	4	function	used for good eyesight
used_for_grating_cheese	1	D	1.000	23	4	function	used for grating cheese
used_for_gripping	1	D	1.000	17	3	function	used for gripping
used_for_grooming	1	D	1.000	17	3	function	used for grooming
used_for_hair	1	D	1.000	13	3	function	used for hair
used_for_hangings	1	D	1.000	17	3	function	used for hangings
used_for_heating	1	D	1.000	16	3	function	used for heating
used_for_heating_food	1	D	1.000	21	4	function	used for heating food
used_for_heating_water	1	D	1.000	22	4	function	used for heating water
used_for_hitting	1	D	1.000	16	3	function	used for hitting
used_for_hitting_balls	1	D	1.000	22	4	function	used for hitting balls
used_for_holding	7	ND	0.143	16	3	function	used for holding
used_for_holding_animals	1	D	1.000	24	4	function	used for holding animals
used_for_holding_beer	1	D	1.000	21	4	function	used for holding beer
used_for_holding_boats_still	1	D	1.000	28	5	function	used for holding boats still
used_for_holding_books	1	D	1.000	22	4	function	used for holding books
used_for_holding_cameras	1	D	1.000	24	4	function	used for holding cameras
used_for_holding_food	1	D	1.000	21	4	function	used for holding food
used_for_holding_garbage	1	D	1.000	24	4	function	used for holding garbage
used_for_holding_jam	1	D	1.000	20	4	function	used for holding jam
used_for_holding_liquids	2	D	0.500	24	4	function	used for holding liquids
used_for_holding_paper	1	D	1.000	22	4	function	used for holding paper
used_for_holding_pictures	1	D	1.000	25	4	function	used for holding pictures
used_for_holding_potatoes	1	D	1.000	25	4	function	used for holding potatoes
used_for_holding_things	14	ND	0.071	23	4	function	used for holding things
used_for_holding_things_together	4	ND	0.250	32	5	function	used for holding things together
used_for_holding_water	5	ND	0.200	22	4	function	used for holding water
used_for_holding_wine	1	D	1.000	21	4	function	used for holding wine
used_for_hot_chocolate	1	D	1.000	22	4	function	used for hot chocolate
used_for_hot_drinks	1	D	1.000	19	4	function	used for hot drinks
used_for_housing_people	1	D	1.000	23	4	function	used for housing people
used_for_hunting	8	ND	0.125	16	3	function	used for hunting
used_for_hunting_small_game	1	D	1.000	27	5	function	used for hunting small game
used_for_inflicting_pain	1	D	1.000	24	4	function	used for inflicting pain
used_for_injuries	1	D	1.000	17	3	function	used for injuries
used_for_injuring	2	D	0.500	17	3	function	used for injuring
used_for_insulation	1	D	1.000	19	3	function	used for insulation
used_for_Italian_cooking	1	D	1.000	24	4	function	used for Italian cooking
used_for_Jack_O'Lanterns	1	D	1.000	24	4	function	used for Jack O'Lanterns
used_for_juice	7	ND	0.143	14	3	function	used for juice
used_for_jumping	1	D	1.000	16	3	function	used for jumping
used_for_junk	1	D	1.000	13	3	function	used for junk
used_for_keeping_dry	1	D	1.000	20	4	function	used for keeping dry
used_for_keeping_fish	1	D	1.000	21	4	function	used for keeping fish
used_for_keeping_food_fresh	1	D	1.000	27	5	function	used for keeping food fresh
used_for_keeping_out_intruders	1	D	1.000	30	5	function	used for keeping out intruders
used_for_keeping_out_light	2	D	0.500	26	5	function	used for keeping out light
used_for_keeping_out_light/sun	2	D	0.500	30	5	function	used for keeping out light/sun
used_for_keeping_out_sun	2	D	0.500	24	5	function	used for keeping out sun
used_for_keeping_things_in	1	D	1.000	26	5	function	used for keeping things in
used_for_keeping_things_out	2	D	0.500	27	5	function	used for keeping things out
used_for_keeping_time	1	D	1.000	21	4	function	used for keeping time
used_for_killing	20	ND	0.050	16	3	function	used for killing
used_for_killing_whales	1	D	1.000	23	4	function	used for killing whales
used_for_launching_objects	1	D	1.000	26	4	function	used for launching objects
used_for_laundry	1	D	1.000	16	3	function	used for laundry
used_for_learning	2	D	0.500	17	3	function	used for learning
used_for_leisure	1	D	1.000	16	3	function	used for leisure
used_for_lemonade	1	D	1.000	17	3	function	used for lemonade
used_for_lifting	1	D	1.000	16	3	function	used for lifting
used_for_light	1	D	1.000	14	3	function	used for light
used_for_liquids	3	ND	0.333	16	3	function	used for liquids
used_for_listening	2	D	0.500	18	3	function	used for listening
used_for_listening_to_music	2	D	0.500	27	5	function	used for listening to music
used_for_listening_to_news	1	D	1.000	26	5	function	used for listening to news
used_for_listening_to_talk_shows	1	D	1.000	32	6	function	used for listening to talk shows
used_for_living_in	4	ND	0.250	18	4	function	used for living in
used_for_locking/unlocking_cars	1	D	1.000	31	4	function	used for locking/unlocking cars
used_for_locking/unlocking_doors	2	D	0.500	32	4	function	used for locking/unlocking doors
used_for_locks	1	D	1.000	14	3	function	used for locks
used_for_looking	1	D	1.000	16	3	function	used for looking
used_for_loosening	2	D	0.500	18	3	function	used for loosening
used_for_loosening_bolts	1	D	1.000	24	4	function	used for loosening bolts
used_for_loosening_screws	1	D	1.000	25	4	function	used for loosening screws
used_for_lying_down	1	D	1.000	19	4	function	used for lying down
used_for_magic	1	D	1.000	14	3	function	used for magic
used_for_magnifying	1	D	1.000	19	3	function	used for magnifying
used_for_making_cakes	1	D	1.000	21	4	function	used for making cakes
used_for_making_coffee	1	D	1.000	22	4	function	used for making coffee
used_for_making_drinks	1	D	1.000	22	4	function	used for making drinks
used_for_making_furniture	3	ND	0.333	25	4	function	used for making furniture
